news_id,category,subcategory,title,abstract
N28600,weather,weathertopstories,"Here comes the snow: Winter Storm Warnings, Advisories issued throughout Northeast Ohio","Like it or not, winter weather is here. We're tracking heavy snow throughout Northeast Ohio for the next few days. ""It is equal opportunity in the sense that you're all going to get snow,"" 3News morning meteorologist Hollie Strano said. ►LIVE RADAR | Track the snow The winter weather will begin Monday afternoon with a region-wide system snow. Once that moves out, lake effect snow will begin overnight and continue through Tuesday and into..."
N6856,health,medical,"Indiana may have itself to blame for being shorted millions to fight opioids, report says","Indiana receives less federal money than it should to combat the opioid epidemic, a new report from the Richard M. Fairbanks Foundation says."
N33296,video,news,Remains of missing New Hampshire couple found in Texas,"James Lawrence Butler III and Michell Elaine Butler were reported missing on October 23. Four days later, their remains were found on a beach in Corpus Christi."
N35805,video,viral,Even the pros don't know how to say 'quid pro quo',"Quid pro quo, the term you can't escape (let alone pronounce). CNN's Jeanne Moos reports on mangling ""quid pro quo."""
N42685,entertainment,entertainment-books,Two Authors Just Won the Nobel Prize for Literature. Here's What to Know About Them,"Austrian novelist Peter Handke and Polish author Olga Tokarczuk won the 2018 and 2019 Nobel Prize for Literature, the academy said Thursday."
N21512,lifestyle,lifestylecareer,"24 signs you have a terrible boss, and how to stop them from crushing your happiness",Know the signs of a terrible boss   from gossiping to throwing tantrums   so you can get out before it's too late.
N23458,lifestyle,lifestylebuzz,New Jersey Family Desperate To Find Missing Daughter,CBSN New York's Matt Kozar has the latest on the search for a missing 25-year-old in New Jersey.
N21272,video,science,Charles Darwin 'may have been wrong about where life came from',"Did life start on the surface of our planet in a ""warm little pond"" as Charles Darwin believed   or did it bubble up from deep beneath the sea?"
N46876,entertainment,gaming,WWE 2K20 Is Broken In Every Possible Way,"Before WWE 2K20's release this week, fans were already feeling antsy. Behind-the-scenes tumult and some unflattering early footage left them with a gnawing fear that this year's professional wrestling game wouldn't be up to snuff or even on the same level as the not-exactly-beloved series entries from the past few years. Those concerns turned out to be well-founded. WWE 2K20 is ridden with glitches."
N41546,weather,weathertopstories,"Strong winds stoke flames, fears as Kincade Fire rages on","PG&E will offer rebates to customers affected by power outages, the utility told Gov. Gavin Newsom's office Tuesday."
N45298,weather,weathertopstories,Arctic blast could shatter temperature records across much of country,Mike Tobin reports from the frozen streets of Chicago where records are already being set for cold and snow in November.
N21737,lifestyle,lifestylebuzz,Pedestrian killed in Saturday morning crash ID'd as Fort Collins woman,A pedestrian was killed after getting hit by a semi truck early Saturday morning near Timberline Road and Mulberry Road.
N2914,music,musicnews,3 Steps for Leonard Skinner: Coach's team walks for Alzheimer's cure,"Leonard Skinner was a star basketball player, a ferocious competitor, a no-nonsense coach, a tough businessman. ""Big Leonard,"" some called him. And he gained himself a good chunk of rock 'n' roll history when some Jacksonville longhairs named their rock band after him in mocking tribute. Lynyrd Sknyrd. Yet nothing could prevent his Alzheimer's disease as it worsened, and Leonard Skinner knew ..."
N4277,autos,autosclassics,Sting Ray Racer! Rare Unmolested 1 of 20 1967 L88 Corvette,A fanatical 10-year restoration project Corvette Mike's Sunfire Yellow 1967 L88 Corvette Sting Ray has to be the rarest of the ultra-rare 1967 L88 Corvette Sting Rays produced.
N43667,video,science,A 13-year-old Girl Just Invented a Train More Viable Than Elon Musk's Hyperloop,"Caroline Crouchley, a 13-year-old from NY, decided to focus on transportation for her entry into the 3M Young Scientist Challenge."
N61185,tv,tv-celebrity,Sarah Hyland documents painful tattoo removal,It looks like she's removing a dinosaur tattoo
N48719,video,animals,Family has terrifying encounter with bear in Rainier National Park,A bear stopped to sniff a teenage boy on a hiking trail before wandering off.
N42108,video,science,Stingray-Inspired Spacecraft May Explore Venus' Mysterious Dark Side,"BREEZE spacecraft could one day sail over the dark side of Venus flapping its wings like a stingray. The spacecraft is part of NASA's Innovative Advanced Concepts program, which funds technology that could revolutionize what's possible in space."
N59186,health,wellness,Teddi Mellencamp Gets Candid About Body Image In Before-And-After Weight Loss Photos,"In her latest Instagram post, she shared side-by-side photos of herself at two different Thanksgiving celebrations."
N30842,entertainment,entertainment-celebrity,Felicity Huffman serves prison sentence and more ICYMI celeb news from October 2019,"Jennifer Lawrence, Nicki Minaj married, Jennifer Aniston joins Instagram, Matt Lauer denies rape claim, more news you might have missed this month."
N60587,movies,movies-celebrity,"Dennis Quaid, 65, engaged to Laura Savoie, 26: Details on his 'spontaneous' proposal!","Dennis Quaid is engaged! The ""Parent Trap"" actor, 65, confirmed to Extra that he popped the question to his girlfriend, Laura Savoie, 26, in Hawaii over the weekend, less than a year after they started dating. ""It happened on the very northernmost point of Oahu, at Turtle Bay. It was kind of spontaneous. It was very much a surprise,"" he revealed of the ""sunset"" proposal. ""I had the ring in my pocket… It has been kind of a month-and-a-half plan…..."
N43790,weather,weathertopstories,"Cyclone kills at least 14 in India, Bangladesh","DHAKA, Bangladesh (AP)   A strong cyclone lashed northeastern India and Bangladesh on Sunday, killing several people in both countries after more than 2 million moved to shelters across Bangladesh's vast coastal region, officials and news reports said. Cyclone Bulbul left at least seven people dead in India's West Bengal state, where the storm first made landfall at around midnight Saturday, the Press Trust of India news agency reported. The..."
N7070,autos,autosclassics,Budget 1962 Chevy Corvair Convertible Seeks Mechanic,"With some know-how, this Corvair would be a fantastic car."
N31899,health,health-news,"Kratom products may cause liver injury, new analysis finds","Federal regulatory agencies, including the Food and Drug Administration, warn that kratom is a dangerous, addictive substance."
N36090,weather,weathertopstories,"As Chicago-area temperatures creep up, snow could fall in northern suburbs Wednesday night","Even as colder than average temperatures are expected to give way to slightly warmer weather this week, forecasters say there's more snow on the way Wednesday night for much of northern Illinois. ""While not as cold as Tuesday, it will be windy and cold today,"" the weather service posted early Wednesday. The gradual warmup now is expected to come sooner than initially forecast, with ..."
N35346,autos,autosenthusiasts,This 1965 Ford Mustang Fastback On A Ford Bronco Frame May Be The Most American Car Ever,The Frankensteinian result may be the pinnacle of four-wheeled Americana.
N968,tv,tvnews,Jilted woman seeks ditched girlfriends in Hulu's 'Dollface',"Jules has neglected her girlfriends for the last five years and now she is about to pay the price. As portrayed by Kat Dennings (""2 Broke Girls"") in the Hulu comedy series ""Dollface,"" premiering Friday, she's a young woman who has just been dumped by her longtime boyfriend and now must face the world as […]"
